,Name,Image,Shade,Color
953,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Tawny.jpg,Tawny,"[[191.8263069139966, 142.81112984822934, 87.0]]"
954,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Cinnamon.jpg,Cinnamon,"[[168.0571679859279, 111.2198768689534, 61.139841688654364]]"
955,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Buff.jpg,Buff,"[[246.52173913043478, 208.2826086956522, 168.69565217391303]]"
956,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Honey Bronze.jpg,Honey Bronze,"[[175.77742616033754, 120.41244725738399, 56.68881856540082]]"
957,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-3W2 Cashew.jpg,3W2 Cashew,"[[210.09600000000003, 157.23400000000004, 77.75900000000001]]"
958,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-2W2 Rattan.jpg,2W2 Rattan,"[[206.37605804111246, 163.42321644498188, 99.0012091898428]]"
959,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Rattan.jpg,Rattan,"[[187.0, 143.0, 77.0]]"
960,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Warm Porcelain.jpg,Warm Porcelain,"[[246.74059405940596, 212.7267326732673, 172.90693069306937]]"
961,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Porcelain.jpg,Porcelain,"[[227.89430894308944, 184.57607433217188, 151.2961672473868]]"
962,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Sand.jpg,Sand,"[[201.06172839506172, 146.06172839506172, 74.32098765432097]]"
963,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Spiced Sand.jpg,Spiced Sand,"[[169.869918699187, 115.22357723577237, 42.53252032520326]]"
964,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Ivory Nude.jpg,Ivory Nude,"[[212.79661016949152, 168.0, 117.30508474576271]]"
965,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Alabaster.jpg,Alabaster,"[[248.35032679738563, 215.2313725490196, 184.62091503267973]]"
966,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Bone.jpg,Bone,"[[188.62203023758101, 138.91360691144712, 80.62850971922246]]"
967,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Ivory Beige.jpg,Ivory Beige,"[[168.24545454545455, 125.24545454545455, 77.24545454545455]]"
968,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-Toasty Toffee.jpg,Toasty Toffee,"[[139.66233766233768, 94.16233766233768, 31.44805194805195]]"
969,Double Wear StayIn,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g-NA.jpg,,"[[222.88888888888889, 176.88888888888889, 117.44444444444444]]"
970,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Shell.jpg,Shell,"[[233.125, 190.3482142857143, 158.7075892857143]]"
971,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Mustard.jpg,Mustard,"[[191.0, 130.0390625, 62.0390625]]"
972,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-1W2 Sand.jpg,1W2 Sand,"[[210.9569336778639, 172.0439276485788, 128.2101636520241]]"
973,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-3W1 Tawny.jpg,3W1 Tawny,"[[193.1865569272977, 147.88820301783267, 89.74897119341563]]"
974,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Tawny.jpg,Tawny,"[[191.8263069139966, 142.81112984822934, 87.0]]"
975,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Cinnamon.jpg,Cinnamon,"[[168.0571679859279, 111.2198768689534, 61.139841688654364]]"
976,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Buff.jpg,Buff,"[[246.52173913043478, 208.2826086956522, 168.69565217391303]]"
977,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Honey Bronze.jpg,Honey Bronze,"[[175.77742616033754, 120.41244725738399, 56.68881856540082]]"
978,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-3W2 Cashew.jpg,3W2 Cashew,"[[210.09600000000003, 157.23400000000004, 77.75900000000001]]"
979,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-2W2 Rattan.jpg,2W2 Rattan,"[[206.37605804111246, 163.42321644498188, 99.0012091898428]]"
980,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Rattan.jpg,Rattan,"[[187.0, 143.0, 77.0]]"
981,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Warm Porcelain.jpg,Warm Porcelain,"[[246.74059405940596, 212.7267326732673, 172.90693069306937]]"
982,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Porcelain.jpg,Porcelain,"[[227.89430894308944, 184.57607433217188, 151.2961672473868]]"
983,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Sand.jpg,Sand,"[[201.06172839506172, 146.06172839506172, 74.32098765432097]]"
984,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Spiced Sand.jpg,Spiced Sand,"[[169.869918699187, 115.22357723577237, 42.53252032520326]]"
985,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Ivory Nude.jpg,Ivory Nude,"[[212.79661016949152, 168.0, 117.30508474576271]]"
986,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Alabaster.jpg,Alabaster,"[[245.15344311377245, 210.09131736526948, 176.93488023952096]]"
987,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Bone.jpg,Bone,"[[188.62203023758101, 138.91360691144712, 80.62850971922248]]"
988,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Ivory Beige.jpg,Ivory Beige,"[[168.24545454545455, 125.24545454545455, 77.24545454545455]]"
989,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-Toasty Toffee.jpg,Toasty Toffee,"[[139.66233766233768, 94.16233766233768, 31.44805194805195]]"
990,Double Wear Stayin,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml-NA.jpg,,"[[222.88888888888889, 176.88888888888889, 117.44444444444444]]"
991,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml17 Raf.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-17 Raf.jpg,17 Raf,"[[212.0, 180.0, 131.0]]"
992,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml52 Corretto.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-52 Corretto.jpg,52 Corretto,"[[185.0, 131.0, 84.0]]"
993,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml15 Cappuccino.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-15 Cappuccino.jpg,15 Cappuccino,"[[207.0, 160.0, 140.0]]"
994,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml42 Glace.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-42 Glace.jpg,42 Glace,"[[198.0, 154.0, 96.0]]"
995,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml37 Freddo.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-37 Freddo.jpg,37 Freddo,"[[222.0, 184.0, 128.0]]"
996,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml27 Vienna.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-27 Vienna.jpg,27 Vienna,"[[212.0, 172.0, 132.0]]"
997,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml55 Americano.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-55 Americano.jpg,55 Americano,"[[171.0, 124.0, 78.0]]"
998,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml07 Vanilla Latte.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-07 Vanilla Latte.jpg,07 Vanilla Latte,"[[230.0, 197.0, 171.0]]"
999,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml20 Galao.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-20 Galao.jpg,20 Galao,"[[201.0, 164.0, 117.0]]"
1000,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml48 Irish.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-48 Irish.jpg,48 Irish,"[[196.0, 146.0, 102.0]]"
1001,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml40 Breve.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-40 Breve.jpg,40 Breve,"[[202.0, 167.0, 114.0]]"
1002,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml10 Latte.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-10 Latte.jpg,10 Latte,"[[221.0, 191.0, 157.0]]"
1003,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml35 Frappe.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-35 Frappe.jpg,35 Frappe,"[[202.0, 171.0, 126.0]]"
1004,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml32 Cortado.jpg,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml-32 Cortado.jpg,32 Cortado,"[[227.0, 185.0, 130.0]]"
1005,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Shell.jpg,Shell,"[[233.125, 190.3482142857143, 158.7075892857143]]"
1006,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Mustard.jpg,Mustard,"[[191.0, 130.0390625, 62.0390625]]"
1007,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-1W2 Sand.jpg,1W2 Sand,"[[210.9569336778639, 172.0439276485788, 128.2101636520241]]"
1008,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-3W1 Tawny.jpg,3W1 Tawny,"[[191.93548387096774, 146.16129032258064, 87.38416422287389]]"
1009,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Tawny.jpg,Tawny,"[[191.8263069139966, 142.81112984822934, 87.0]]"
1010,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Cinnamon.jpg,Cinnamon,"[[168.0571679859279, 111.2198768689534, 61.139841688654364]]"
1011,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Buff.jpg,Buff,"[[246.52173913043478, 208.2826086956522, 168.69565217391303]]"
1012,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Honey Bronze.jpg,Honey Bronze,"[[175.77742616033754, 120.41244725738399, 56.68881856540082]]"
1013,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-3W2 Cashew.jpg,3W2 Cashew,"[[210.09600000000003, 157.23400000000004, 77.75900000000001]]"
1014,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-2W2 Rattan.jpg,2W2 Rattan,"[[206.37605804111246, 163.42321644498188, 99.0012091898428]]"
1015,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Rattan.jpg,Rattan,"[[187.0, 143.0, 77.0]]"
1016,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Warm Porcelain.jpg,Warm Porcelain,"[[246.74059405940596, 212.7267326732673, 172.90693069306937]]"
1017,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Porcelain.jpg,Porcelain,"[[227.89430894308944, 184.57607433217188, 151.29616724738676]]"
1018,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Sand.jpg,Sand,"[[201.06172839506172, 146.06172839506172, 74.32098765432097]]"
1019,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Spiced Sand.jpg,Spiced Sand,"[[169.869918699187, 115.22357723577237, 42.53252032520326]]"
1020,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Ivory Nude.jpg,Ivory Nude,"[[212.79661016949152, 168.0, 117.30508474576271]]"
1021,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Alabaster.jpg,Alabaster,"[[248.35032679738563, 215.2313725490196, 184.62091503267973]]"
1022,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Bone.jpg,Bone,"[[188.62203023758101, 138.91360691144712, 80.62850971922248]]"
1023,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Ivory Beige.jpg,Ivory Beige,"[[168.24545454545455, 125.24545454545455, 77.24545454545455]]"
1024,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-Toasty Toffee.jpg,Toasty Toffee,"[[139.66233766233765, 94.16233766233768, 31.44805194805195]]"
1025,Ivory Beige Double Wear Stayin,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10-NA.jpg,,"[[222.88888888888889, 176.88888888888889, 117.44444444444444]]"
1026,Beige 102 Brightening Wet & Dry Smoothening Foundation 15 gCashew.jpg,Beige 102 Brightening Wet & Dry Smoothening Foundation 15 g-Cashew.jpg,Cashew,"[[236.0, 181.05263157894734, 140.0526315789474]]"
1027,Beige 102 Brightening Wet & Dry Smoothening Foundation 15 gWalnut 103.jpg,Beige 102 Brightening Wet & Dry Smoothening Foundation 15 g-Walnut 103.jpg,Walnut 103,"[[204.72621641249088, 159.06681190994917, 124.36383442265794]]"
1028,Beige 102 Brightening Wet & Dry Smoothening Foundation 15 gBeige.jpg,Beige 102 Brightening Wet & Dry Smoothening Foundation 15 g-Beige.jpg,Beige,"[[238.55808656036447, 187.1845102505695, 159.8132118451025]]"
1042,24Hrs Weightless Liquid FoundationFw 1.4.jpg,24Hrs Weightless Liquid Foundation-Fw 1.4.jpg,Fw 1,"[[173.6766917293233, 126.82706766917292, 96.18045112781955]]"
1043,24Hrs Weightless Liquid FoundationBeige.jpg,24Hrs Weightless Liquid Foundation-Beige.jpg,Beige,"[[175.84202898550723, 127.84782608695652, 91.60289855072465]]"
1044,24Hrs Weightless Liquid FoundationFw 6.4.jpg,24Hrs Weightless Liquid Foundation-Fw 6.4.jpg,Fw 6,"[[142.78309409888357, 88.45933014354067, 56.82456140350877]]"
1045,24Hrs Weightless Liquid FoundationWarm Beige.jpg,24Hrs Weightless Liquid Foundation-Warm Beige.jpg,Warm Beige,"[[196.9115577889447, 137.53567839195983, 92.35376884422111]]"
1059,Prime Perfect Foundation Beige 03 30mlBeige 3.jpg,Prime Perfect Foundation Beige 03 30ml-Beige 3.jpg,Beige 3,"[[231.0, 165.0, 114.0]]"
1060,Prime Perfect Foundation Beige 03 30mlIvory.jpg,Prime Perfect Foundation Beige 03 30ml-Ivory.jpg,Ivory,"[[189.0, 153.0, 121.0]]"
1062,Apple Crunch Aqua Feel Pro FoundationCaramel Ice.jpg,Apple Crunch Aqua Feel Pro Foundation-Caramel Ice.jpg,Caramel Ice,"[[229.0, 195.0, 169.0]]"
1063,Apple Crunch Aqua Feel Pro FoundationApple Crunch.jpg,Apple Crunch Aqua Feel Pro Foundation-Apple Crunch.jpg,Apple Crunch,"[[227.8374760994264, 195.7399617590822, 171.77820267686425]]"
1064,"HD Perfect Coverup Foundation 75, (35ml)Beige.jpg","HD Perfect Coverup Foundation 75, (35ml)-Beige.jpg",Beige,"[[172.85945945945946, 124.29009009009009, 82.06576576576576]]"
1065,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03Dark Honey.jpg,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03-Dark Honey.jpg,Dark Honey,"[[213.0, 171.99999999999994, 142.0]]"
1066,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 037.jpg,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03-7.jpg,7,"[[212.0, 179.99999999999994, 151.99999999999994]]"
1067,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03Medium Beige.jpg,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03-Medium Beige.jpg,Medium Beige,"[[223.0, 168.99999999999994, 123.0]]"
1068,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03Sand.jpg,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03-Sand.jpg,Sand,"[[214.0, 165.0, 131.99999999999994]]"
1069,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03Sunny.jpg,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03-Sunny.jpg,Sunny,"[[204.0, 142.99999999999994, 103.0]]"
1070,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03Honey Beige.jpg,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03-Honey Beige.jpg,Honey Beige,"[[223.0, 168.99999999999994, 123.0]]"
1080,Extreme Matte LongWear Foundation IVORY LIGHT #1011,Extreme Matte Long-Wear Foundation IVORY LIGHT #1011-Beige.jpg,Beige,"[[175.0329949238579, 125.11040609137059, 82.4263959390863]]"
1081,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F12.2.jpg,F12,"[[179.0, 118.0, 76.99999999999997]]"
1082,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F9.jpg,F9,"[[173.0, 108.0, 81.0]]"
1083,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F7.5.jpg,F7,"[[211.0, 164.99999999999994, 129.99999999999994]]"
1084,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F14.jpg,F14,"[[123.0, 81.0, 55.99999999999997]]"
1085,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F12.5.jpg,F12,"[[183.0, 132.99999999999994, 101.0]]"
1086,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F8.5.jpg,F8,"[[179.0, 135.0, 104.99999999999997]]"
1087,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F7.jpg,F7,"[[215.0, 178.0, 160.0]]"
1088,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F10.5.jpg,F10,"[[189.3455621301775, 135.22130177514794, 94.1396449704142]]"
1089,Conceal & Define Foundation  F12.2 23 ml,Conceal & Define Foundation - F12.2 23 ml-F6.jpg,F6,"[[197.0, 166.0, 135.0]]"
1090,Essence Stay All Day 16H LongLasting Make,Essence Stay All Day 16H Long-Lasting Make-Up 15-Soft nude 20.jpg,Soft nude 20,"[[228.83333333333334, 182.31209150326796, 156.343954248366]]"
1091,Essence Stay All Day 16H LongLasting Make,Essence Stay All Day 16H Long-Lasting Make-Up 15-Soft Beige.jpg,Soft Beige,"[[212.58823529411765, 181.8235294117647, 157.64705882352942]]"
1092,Essence Stay All Day 16H LongLasting Make,Essence Stay All Day 16H Long-Lasting Make-Up 15-15.jpg,15,"[[199.95211267605634, 161.95422535211267, 130.87957746478872]]"
1093,Essence Stay All Day 16H LongLasting Make,Essence Stay All Day 16H Long-Lasting Make-Up 15-Soft sand 30.jpg,Soft sand 30,"[[220.4555160142349, 187.90213523131672, 164.6049822064057]]"
1094,2 Absolute Cover Silk Peptide Foundation 30ml4.jpg,2 Absolute Cover Silk Peptide Foundation 30ml-4.jpg,4,"[[213.0, 187.0, 157.0]]"
1095,2 Absolute Cover Silk Peptide Foundation 30mlBeige.jpg,2 Absolute Cover Silk Peptide Foundation 30ml-Beige.jpg,Beige,"[[203.0, 180.0, 149.0]]"
1096,2 Absolute Cover Silk Peptide Foundation 30ml5.jpg,2 Absolute Cover Silk Peptide Foundation 30ml-5.jpg,5,"[[207.0, 171.0, 139.0]]"
1097,2 Absolute Cover Silk Peptide Foundation 30ml2.jpg,2 Absolute Cover Silk Peptide Foundation 30ml-2.jpg,2,"[[206.0, 175.0, 151.0]]"
1098,2 Absolute Cover Silk Peptide Foundation 30ml6.jpg,2 Absolute Cover Silk Peptide Foundation 30ml-6.jpg,6,"[[197.92134831460675, 161.92134831460675, 135.0]]"
1099,2 Absolute Cover Silk Peptide Foundation 30ml4.5.jpg,2 Absolute Cover Silk Peptide Foundation 30ml-4.5.jpg,4,"[[203.0, 170.0, 137.0]]"
1100,2 Absolute Cover Silk Peptide Foundation 30ml7.5.jpg,2 Absolute Cover Silk Peptide Foundation 30ml-7.5.jpg,7,"[[186.0, 137.0, 99.0]]"
1101,Unisex Perfect Canvas Hydra Lock Nude Airbrush Foundation 4WBeige.jpg,Unisex Perfect Canvas Hydra Lock Nude Airbrush Foundation 4W-Beige.jpg,Beige,"[[226.0, 188.99999999999994, 156.99999999999994]]"
1102,Unisex Perfect Canvas Hydra Lock Nude Airbrush Foundation 4WNude Cover.jpg,Unisex Perfect Canvas Hydra Lock Nude Airbrush Foundation 4W-Nude Cover.jpg,Nude Cover,"[[224.0, 180.0, 145.99999999999994]]"
1103,Colorstay Make Up Combination Oily SPF 15  Natural Tan,Colorstay Make Up Combination Oily SPF 15 - Natural Tan-Toast.jpg,Toast,"[[207.22222222222223, 162.22222222222223, 123.0]]"
1104,Colorstay Make Up Combination Oily SPF 15  Natural Tan,Colorstay Make Up Combination Oily SPF 15 - Natural Tan-Natural Tan.jpg,Natural Tan,"[[185.43373952779893, 158.49162223914698, 129.21629855293222]]"
1105,Colorstay Make Up Combination Oily SPF 15  Natural Tan,Colorstay Make Up Combination Oily SPF 15 - Natural Tan-Warm Golden.jpg,Warm Golden,"[[208.33333333333334, 159.33333333333334, 122.0]]"
